,Root Author,Co Author,Scholar Link
2426,,Sebastián Andrés Barbieri Lemp,https://scholar.google.com/citations?user=QY--KBAAAAAJ&hl=en&oe=ASCII
2427,,Amir Daneshgar,https://scholar.google.com/citations?user=P2u-2f0AAAAJ&hl=en&oe=ASCII
2428,,Silvio Capobianco,https://scholar.google.com/citations?user=Zwvo78oAAAAJ&hl=en&oe=ASCII
2429,,Tim Boykett,https://scholar.google.com/citations?user=74MqOdgAAAAJ&hl=en&oe=ASCII
2430,,Tom Meyerovitch,https://scholar.google.com/citations?user=UsTN4MsAAAAJ&hl=en&oe=ASCII
2431,,Hossein Hajiabolhassan,https://scholar.google.com/citations?user=-EQNXpMAAAAJ&hl=en&oe=ASCII
2432,,Sem Borst,https://scholar.google.com/citations?user=nvd42-UAAAAJ&hl=en&oe=ASCII
2433,Serge Tabachnikov,Valentin Ovsienko,https://scholar.google.com/citations?user=LJjOeSgAAAAJ&hl=en&oe=ASCII
2434,,Michael Farber,https://scholar.google.com/citations?user=y8eig5oAAAAJ&hl=en&oe=ASCII
2435,,Ivan Izmestiev,https://scholar.google.com/citations?user=uVyCtPQAAAAJ&hl=en&oe=ASCII
2436,,Michael Gekhtman,https://scholar.google.com/citations?user=c06g1B8AAAAJ&hl=en&oe=ASCII
2437,,Maxim Dm. Arnold,https://scholar.google.com/citations?user=OG5zbUwAAAAJ&hl=en&oe=ASCII
2438,,Peter Albers,https://scholar.google.com/citations?user=RhucU84zBwsC&hl=en&oe=ASCII
2439,,Eugene Gutkin,https://scholar.google.com/citations?user=Ce3VJeAAAAAJ&hl=en&oe=ASCII
2440,,Vladlen Timorin,https://scholar.google.com/citations?user=JOsD_ocAAAAJ&hl=en&oe=ASCII
2441,,Etienne Ghys,https://scholar.google.com/citations?user=3zEVRpYAAAAJ&hl=en&oe=ASCII
2442,,Mohammad Ghomi,https://scholar.google.com/citations?user=8dk3nH0AAAAJ&hl=en&oe=ASCII
2443,,Dmitry Treschev,https://scholar.google.com/citations?user=Exhgu2MAAAAJ&hl=en&oe=ASCII
2444,,Gordana Stojanovic,https://scholar.google.com/citations?user=_l2rSYMAAAAJ&hl=en&oe=ASCII
2445,,Jesús Jerónimo Castro,https://scholar.google.com/citations?user=qLji9f4AAAAJ&hl=en&oe=ASCII
2446,,Sergei Ivanov,https://scholar.google.com/citations?user=QQr3i8U9xEwC&hl=en&oe=ASCII
2447,Mahmood Tabaddor,Robert C. Moore,https://scholar.google.com/citations?user=V3jH7tEAAAAJ&hl=en&oe=ASCII
2448,John Tabak,Sujoy Ghosh,https://scholar.google.com/citations?user=mHGZgrkAAAAJ&hl=en&oe=ASCII
2449,,James Timmons,https://scholar.google.com/citations?user=HCjV3KsAAAAJ&hl=en&oe=ASCII
2450,Deian Tabakov,Moshe Y. Vardi,https://scholar.google.com/citations?user=DQaARsgAAAAJ&hl=en&oe=ASCII
2451,Alireza Tabarraei,Xiaonan Wang,https://scholar.google.com/citations?user=7CoeY9UAAAAJ&hl=en&oe=ASCII
2452,,N. Sukumar,https://scholar.google.com/citations?user=BYwPuwkAAAAJ&hl=en&oe=ASCII
2453,,Shank S. Kulkarni,https://scholar.google.com/citations?user=36DP0xUAAAAJ&hl=en&oe=ASCII
2454,,Jeong-Hoon Song,https://scholar.google.com/citations?user=S4mEw8IAAAAJ&hl=en&oe=ASCII
2455,,Md. Imrul Reza Shishir,https://scholar.google.com/citations?user=aHz1SeoAAAAJ&hl=en&oe=ASCII
2456,,Amir R. Khoei,https://scholar.google.com/citations?user=SvdnJtUAAAAJ&hl=en&oe=ASCII
2457,,Saeed Asil Gharebaghi,https://scholar.google.com/citations?user=XjJhP5gAAAAJ&hl=en&oe=ASCII
2458,,Jay Oswald,https://scholar.google.com/citations?user=tUdP1SoAAAAJ&hl=en&oe=ASCII
2459,,Douglas Spearot,https://scholar.google.com/citations?user=xOnwzeoAAAAJ&hl=en&oe=ASCII
2460,,Alireza Sadeghirad,https://scholar.google.com/citations?user=trn9SbUAAAAJ&hl=en&oe=ASCII
2461,,Dan Jia,https://scholar.google.com/citations?user=Cz5IVKsAAAAJ&hl=en&oe=ASCII
2462,,Haim Waisman,https://scholar.google.com/citations?user=adjHvRYAAAAJ&hl=en&oe=ASCII
2463,,Amin Reihani,https://scholar.google.com/citations?user=nixS6eMAAAAJ&hl=en&oe=ASCII
2464,,Ali Ramazani,https://scholar.google.com/citations?user=DhdyzwIAAAAJ&hl=en&oe=ASCII
2465,Seyed Amin Tabatabaei,Jan Treur,https://scholar.google.com/citations?user=2NzjnkYAAAAJ&hl=en&oe=ASCII
2466,,Michel Klein,https://scholar.google.com/citations?user=X66-mAMAAAAJ&hl=en&oe=ASCII
2467,,Mark Hoogendoorn,https://scholar.google.com/citations?user=3s4lqHkAAAAJ&hl=en&oe=ASCII
2468,,Dilhan Thilakarathne,https://scholar.google.com/citations?user=_ocHQ78AAAAJ&hl=en&oe=ASCII
2469,,Adnan Manzoor,https://scholar.google.com/citations?user=PQYmDTgAAAAJ&hl=en&oe=ASCII
2470,,Wim van der Ham,https://scholar.google.com/citations?user=wKtUt7oAAAAJ&hl=en&oe=ASCII
2471,,Xixi Lu,https://scholar.google.com/citations?user=DizHJPcAAAAJ&hl=en&oe=ASCII
2472,,Hajo A. Reijers,https://scholar.google.com/citations?user=hsfC0rEAAAAJ&hl=en&oe=ASCII
2473,,Masoud Asadpour,https://scholar.google.com/citations?user=MKwwcvIAAAAJ&hl=en&oe=ASCII
2474,,Aart Van Halteren,https://scholar.google.com/citations?user=C9fqreoAAAAJ&hl=en&oe=ASCII
2475,,Daniel,https://scholar.google.com/citations?user=alLeHz8AAAAJ&hl=en&oe=ASCII
2476,SM Hossein Tabatabaei Yazdi,Olgica Milenkovic,https://scholar.google.com/citations?user=G4LSqL8AAAAJ&hl=en&oe=ASCII
2477,,Ryan Gabrys,https://scholar.google.com/citations?user=imvis4UAAAAJ&hl=en&oe=ASCII
2478,,Huimin Zhao,https://scholar.google.com/citations?user=R8waAy0AAAAJ&hl=en&oe=ASCII
2479,,Jian Ma,https://scholar.google.com/citations?user=nDw9v78AAAAJ&hl=en&oe=ASCII
2480,,Han Mao Kiah,https://scholar.google.com/citations?user=kF1GH-wAAAAJ&hl=en&oe=ASCII
2481,,Yongbo Yuan,https://scholar.google.com/citations?user=lw4RGeUAAAAJ&hl=en&oe=ASCII
2482,,Eva Garcia-Ruiz,https://scholar.google.com/citations?user=ccw17rkAAAAJ&hl=en&oe=ASCII
2483,,Serap Savari,https://scholar.google.com/citations?user=2guN_7YAAAAJ&hl=en&oe=ASCII
2484,,Navid Abedini,https://scholar.google.com/citations?user=S27yjScAAAAJ&hl=en&oe=ASCII
2485,Samaneh Tabejamaat,Amir Mafi,https://scholar.google.com/citations?user=x_ZcUykAAAAJ&hl=en&oe=ASCII
2486,Douglas Tabor,Ruth Sheridan,https://scholar.google.com/citations?user=DzTab50AAAAJ&hl=en&oe=ASCII
2487,Jacek Tabor,Przemysław Spurek,https://scholar.google.com/citations?user=0kp0MbgAAAAJ&hl=en&oe=ASCII
2488,,Marek Śmieja,https://scholar.google.com/citations?user=MOmnpZcAAAAJ&hl=en&oe=ASCII
2489,,Łukasz Struski,https://scholar.google.com/citations?user=_lWKf3UAAAAJ&hl=en&oe=ASCII
2490,,Krzysztof Misztal,https://scholar.google.com/citations?user=lu8uGHEAAAAJ&hl=en&oe=ASCII
2491,,Bartosz M Zielinski,https://scholar.google.com/citations?user=AJHaOpkAAAAJ&hl=en&oe=ASCII
2492,,Wojciech Marian Czarnecki,https://scholar.google.com/citations?user=aOvr9eMAAAAJ&hl=en&oe=ASCII
2493,,Andrzej Bojarski,https://scholar.google.com/citations?user=f5yfHSIAAAAJ&hl=en&oe=ASCII
2494,,Bogdan Batko,https://scholar.google.com/citations?user=3PJwc1YAAAAJ&hl=en&oe=ASCII
2495,,David T Yost,https://scholar.google.com/citations?user=GNgx2H8AAAAJ&hl=en&oe=ASCII
2496,Ibrahim Qasemzadeh Kolagar,Hamid Haj Seyyed javadi (Seyyed Ha...,https://scholar.google.com/citations?user=E0pspwIAAAAJ&hl=en&oe=ASCII
2497,,Shahriar Bijani,https://scholar.google.com/citations?user=YfYlkMgAAAAJ&hl=en&oe=ASCII
2498,Vahed Qazvinian,Dragomir Radev,https://scholar.google.com/citations?user=vIqWvgwAAAAJ&hl=en&oe=ASCII
2499,,Amjad Abu Jbara,https://scholar.google.com/citations?user=AgBRlBcAAAAJ&hl=en&oe=ASCII
2500,,Saif M. Mohammad,https://scholar.google.com/citations?user=zJHymXh9EVwC&hl=en&oe=ASCII
2501,,Bonnie Dorr,https://scholar.google.com/citations?user=jSjEWosAAAAJ&hl=en&oe=ASCII
2502,,Qiaozhu Mei,https://scholar.google.com/citations?user=zr22WkQAAAAJ&hl=en&oe=ASCII
2503,,Ahmed Hassan Awadallah,https://scholar.google.com/citations?user=sNGk-9MAAAAJ&hl=en&oe=ASCII
2504,,Taesun Moon,https://scholar.google.com/citations?user=O7y47XQAAAAJ&hl=en&oe=ASCII
2505,,Rahul Jha,https://scholar.google.com/citations?user=S3jyiO4AAAAJ&hl=en&oe=ASCII
2506,,Seyed Hossein HAERI,https://scholar.google.com/citations?user=61frEtoAAAAJ&hl=en&oe=ASCII
2507,,Hassan Abolhassani,https://scholar.google.com/citations?user=q044QdYAAAAJ&hl=en&oe=ASCII
2508,,Arzucan Ozgur,https://scholar.google.com/citations?user=8Kn4-EsAAAAJ&hl=en&oe=ASCII
2509,,Filippo Menczer,https://scholar.google.com/citations?user=f_kGJwkAAAAJ&hl=en&oe=ASCII
2510,,Emilio Ferrara,https://scholar.google.com/citations?user=0r7Syh0AAAAJ&hl=en&oe=ASCII
2511,,Mohsen Jafariasbagh,https://scholar.google.com/citations?user=v7efnjoAAAAJ&hl=en&oe=ASCII
2512,,Alessandro Flammini,https://scholar.google.com/citations?user=aOzxhScAAAAJ&hl=en&oe=ASCII
2513,,Onur Varol,https://scholar.google.com/citations?user=t8YAefAAAAAJ&hl=en&oe=ASCII
2514,,Ben Shneiderman,https://scholar.google.com/citations?user=h4i4fh8AAAAJ&hl=en&oe=ASCII
2515,,Scott Wen-tau Yih,https://scholar.google.com/citations?user=8rDNIMsAAAAJ&hl=en&oe=ASCII
2516,,Ramin Halavati,https://scholar.google.com/citations?user=CIYs68sAAAAJ&hl=en&oe=ASCII
2517,,Abtin Rasoulian,https://scholar.google.com/citations?user=stm0w3EAAAAJ&hl=en&oe=ASCII
2518,Meng Qian,Rachel Yehuda,https://scholar.google.com/citations?user=k7C9PhkAAAAJ&hl=en&oe=ASCII
2519,,"Maria M. Steenkamp, Ph.D.",https://scholar.google.com/citations?user=ro1Z_3AAAAAJ&hl=en&oe=ASCII
2520,,Isaac R. Galatzer-Levy,https://scholar.google.com/citations?user=9TliAa0AAAAJ&hl=en&oe=ASCII
2521,,Michael Marmor,https://scholar.google.com/citations?user=6Iu4i98AAAAJ&hl=en&oe=ASCII
2522,Mingjie Qian,ChengXiang Zhai,https://scholar.google.com/citations?user=YU-baPIAAAAJ&hl=en&oe=ASCII
2523,,Changshui Zhang,https://scholar.google.com/citations?user=GL9M37YAAAAJ&hl=en&oe=ASCII
2524,,Shuo Chen,https://scholar.google.com/citations?user=OBf4YnkAAAAJ&hl=en&oe=ASCII
2525,,Feiping Nie,https://scholar.google.com/citations?user=2oB4nAIAAAAJ&hl=en&oe=ASCII
2526,,Bo Chen,https://scholar.google.com/citations?user=nvqjACMAAAAJ&hl=en&oe=ASCII
2527,,Hongzhi Xu,https://scholar.google.com/citations?user=q0TspZ0AAAAJ&hl=en&oe=ASCII
2528,,Yue Shi,https://scholar.google.com/citations?user=mxLX23gAAAAJ&hl=en&oe=ASCII
2529,,Liangjie Hong (洪亮劼),https://scholar.google.com/citations?user=4uaSNpYAAAAJ&hl=en&oe=ASCII
2530,Disheng Qiu,Valter Crescenzi,https://scholar.google.com/citations?user=zUECYYMAAAAJ&hl=en&oe=ASCII
2531,,Paolo Merialdo,https://scholar.google.com/citations?user=njKmu5cAAAAJ&hl=en&oe=ASCII
2532,,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ&hl=en&oe=ASCII
2533,,Luciano Barbosa,https://scholar.google.com/citations?user=OsKAdpEAAAAJ&hl=en&oe=ASCII
2534,,Xin Luna Dong,https://scholar.google.com/citations?user=uGsKvHoAAAAJ&hl=en&oe=ASCII
2535,,Paolo Papotti,https://scholar.google.com/citations?user=YwoezYX7JVgJ&hl=en&oe=ASCII
2536,,Lorenz Bühmann,https://scholar.google.com/citations?user=3DvsLZ8AAAAJ&hl=en&oe=ASCII
2537,,Ricardo Usbeck,https://scholar.google.com/citations?user=3YZb0hUAAAAJ&hl=en&oe=ASCII
2538,,Axel-Cyrille Ngonga Ngomo,https://scholar.google.com/citations?user=ccQhjwkAAAAJ&hl=en&oe=ASCII
2539,,Muhammad Saleem,https://scholar.google.com/citations?user=2njk8qoAAAAJ&hl=en&oe=ASCII
2540,Dun Qiu,Pan Ran,https://scholar.google.com/citations?user=x1WQqmMAAAAJ&hl=en&oe=ASCII
2541,,Guoce Xin,https://scholar.google.com/citations?user=o15Ft4QAAAAJ&hl=en&oe=ASCII
2542,Kun Qiu,Aleksandar Dogandžić,https://scholar.google.com/citations?user=Ej6rYR0AAAAJ&hl=en&oe=ASCII
2543,,Renliang Gu (顾任亮),https://scholar.google.com/citations?user=7KX2kHAAAAAJ&hl=en&oe=ASCII
2544,Weiyuan Qiu,"YANG, Fei (杨飞)",https://scholar.google.com/citations?user=NUgvAWQAAAAJ&hl=en&oe=ASCII
2545,,Dan Dai,https://scholar.google.com/citations?user=XFIud5IAAAAJ&hl=en&oe=ASCII
2546,Xing Qiu,Jeanne Holden-Wiltse,https://scholar.google.com/citations?user=ehKBhssAAAAJ&hl=en&oe=ASCII
2547,,David J Topham,https://scholar.google.com/citations?user=JMEFDgkAAAAJ&hl=en&oe=ASCII
2548,,Steven R. Gill,https://scholar.google.com/citations?user=pJeFa7QAAAAJ&hl=en&oe=ASCII
2549,,Lev B. Klebanov,https://scholar.google.com/citations?user=i4gfgqwAAAAJ&hl=en&oe=ASCII
2550,,Alex Grier,https://scholar.google.com/citations?user=aBZFXXEAAAAJ&hl=en&oe=ASCII
2551,,Shuang Wu,https://scholar.google.com/citations?user=_VToyMIAAAAJ&hl=en&oe=ASCII
2552,,Galina Glazko,https://scholar.google.com/citations?user=QIZHj9MAAAAJ&hl=en&oe=ASCII
2553,,Juilee Thakar,https://scholar.google.com/citations?user=_z-lPREAAAAJ&hl=en&oe=ASCII
2554,,Yuchuan Zhuang,https://scholar.google.com/citations?user=c899qPcAAAAJ&hl=en&oe=ASCII
2555,,gloria pryhuber,https://scholar.google.com/citations?user=NOMvDxUAAAAJ&hl=en&oe=ASCII
2556,,Martin S. Zand,https://scholar.google.com/citations?user=hKenL84AAAAJ&hl=en&oe=ASCII
2557,,Boris Sepesi,https://scholar.google.com/citations?user=G2lzmEMAAAAJ&hl=en&oe=ASCII
2558,,Tong Zhu,https://scholar.google.com/citations?user=V97cyKkAAAAJ&hl=en&oe=ASCII
2559,,Alicia Henn,https://scholar.google.com/citations?user=j0Ldb18AAAAJ&hl=en&oe=ASCII
2560,,Sanjukta Bandyopadhyay,https://scholar.google.com/citations?user=CAObGJgAAAAJ&hl=en&oe=ASCII
2561,,Zhi-Ping Liu,https://scholar.google.com/citations?user=zkBXb_kAAAAJ&hl=en&oe=ASCII
2562,,Matthew N McCall,https://scholar.google.com/citations?user=aaDwtw0AAAAJ&hl=en&oe=ASCII
2563,,Soumyaroop Bhattacharya,https://scholar.google.com/citations?user=nDDPecsAAAAJ&hl=en&oe=ASCII
2564,,Zhenzhi Tang,https://scholar.google.com/citations?user=53uC5oQAAAAJ&hl=en&oe=ASCII
2565,,Bradford Berk,https://scholar.google.com/citations?user=bUBl9awAAAAJ&hl=en&oe=ASCII
2566,Zhan Qiu,Juan F. Pérez,https://scholar.google.com/citations?user=KhBjzDYAAAAJ&hl=en&oe=ASCII
2567,,Peter Harrison,https://scholar.google.com/citations?user=KLwWLCUAAAAJ&hl=en&oe=ASCII
2568,Rick Quax,Peter Sloot,https://scholar.google.com/citations?user=Lgmv93EAAAAJ&hl=en&oe=ASCII
2569,,Andrea Apolloni,https://scholar.google.com/citations?user=OfFpkm0AAAAJ&hl=en&oe=ASCII
2570,,David van de Vijver,https://scholar.google.com/citations?user=br6g51IAAAAJ&hl=en&oe=ASCII
2571,,D. Kandhai,https://scholar.google.com/citations?user=1MTaNdoAAAAJ&hl=en&oe=ASCII
2572,,David A. Bader,https://scholar.google.com/citations?user=uXUA1pgAAAAJ&hl=en&oe=ASCII
2573,,Carlos P. Fitzsimons,https://scholar.google.com/citations?user=waeVUQUAAAAJ&hl=en&oe=ASCII
2574,,Omri Har-Shemesh,https://scholar.google.com/citations?user=81i6w6gAAAAJ&hl=en&oe=ASCII
2575,João Filipe Queiró,Ana Paula Santana,https://scholar.google.com/citations?user=BgvpWWsAAAAJ&hl=en&oe=ASCII
2576,,Pedro Miraldo,https://scholar.google.com/citations?user=e4ZW_fgAAAAJ&hl=en&oe=ASCII
2577,,Cristina Caldeira,https://scholar.google.com/citations?user=qSrA4ykAAAAJ&hl=en&oe=ASCII
2578,,Francisco Contente Domingues,https://scholar.google.com/citations?user=e1yNj3UAAAAJ&hl=en&oe=ASCII
2579,,Fernando C. Silva,https://scholar.google.com/citations?user=nxVM3U4AAAAJ&hl=en&oe=ASCII
2580,,Ion Zaballa,https://scholar.google.com/citations?user=vfo5tRkAAAAJ&hl=en&oe=ASCII
2581,,Russ Merris,https://scholar.google.com/citations?user=j41BF4wAAAAJ&hl=en&oe=ASCII
2582,,Jorge Semedo de Matos,https://scholar.google.com/citations?user=dxWdK2gAAAAJ&hl=en&oe=ASCII
2583,,Henrique Leitão,https://scholar.google.com/citations?user=UD21rKQAAAAJ&hl=en&oe=ASCII
2584,Marco Querini,Giuseppe F. Italiano,https://scholar.google.com/citations?user=6jiwt-UAAAAJ&hl=en&oe=ASCII
2585,,Donatella Firmani,https://scholar.google.com/citations?user=aoB1hvoAAAAJ&hl=en&oe=ASCII
2586,Elisa Quintarelli,Barbara Oliboni,https://scholar.google.com/citations?user=hMYwDCAAAAAJ&hl=en&oe=ASCII
2587,Matias Quiroz,robert kohn,https://scholar.google.com/citations?user=94Dz5GYAAAAJ&hl=en&oe=ASCII
2588,,Mattias Villani,https://scholar.google.com/citations?user=lyW8fWYAAAAJ&hl=en&oe=ASCII
2589,,Minh-Ngoc Tran,https://scholar.google.com/citations?user=98A6Dq8AAAAJ&hl=en&oe=ASCII
2590,,Khue-Dung Dang,https://scholar.google.com/citations?user=lg56IkAAAAAJ&hl=en&oe=ASCII
2591,,Scott Sisson,https://scholar.google.com/citations?user=YgsdsUMAAAAJ&hl=en&oe=ASCII
2592,,Ming Xu,https://scholar.google.com/citations?user=Zs15GgMAAAAJ&hl=en&oe=ASCII
2593,,David Nott,https://scholar.google.com/citations?user=wIG29sYAAAAJ&hl=en&oe=ASCII
2594,,David Gunawan,https://scholar.google.com/citations?user=h5Bmg94AAAAJ&hl=en&oe=ASCII
2595,,Robert Salomone,https://scholar.google.com/citations?user=35EmAJwAAAAJ&hl=en&oe=ASCII
2596,,Matthew P. Adams,https://scholar.google.com/citations?user=LkDm4sQAAAAJ&hl=en&oe=ASCII
2597,Antoine Vacavant,Laure Tougne,https://scholar.google.com/citations?user=ecaeLFYAAAAJ&hl=en&oe=ASCII
2598,,Guillaume Cerutti,https://scholar.google.com/citations?user=4o7hHPsAAAAJ&hl=en&oe=ASCII
2599,,thierry CHATEAU,https://scholar.google.com/citations?user=dq-S95wAAAAJ&hl=en&oe=ASCII
2600,,Didier Coquin,https://scholar.google.com/citations?user=Cpzn1noAAAAJ&hl=en&oe=ASCII
2601,,Andrews Cordolino Sobral,https://scholar.google.com/citations?user=0Nm0uHcAAAAJ&hl=en&oe=ASCII
2602,,Benoit Magnin,https://scholar.google.com/citations?user=8U8q1vkAAAAJ&hl=en&oe=ASCII
2603,,Thierry BOUWMANS,https://scholar.google.com/citations?user=e_gZ7MkAAAAJ&hl=en&oe=ASCII
2604,,"Chabrot Pascal (MD,PhD)",https://scholar.google.com/citations?user=ovuENGMAAAAJ&hl=en&oe=ASCII
2605,,Julien Mille,https://scholar.google.com/citations?user=eyuTangAAAAJ&hl=en&oe=ASCII
2606,,David Coeurjolly,https://scholar.google.com/citations?user=C9NNbukAAAAJ&hl=en&oe=ASCII
2607,,Benjamin Höferlin,https://scholar.google.com/citations?user=OTCv-RkAAAAJ&hl=en&oe=ASCII
2608,,Fatih Porikli,https://scholar.google.com/citations?user=VpB8NZ8AAAAJ&hl=en&oe=ASCII
2609,,Hugo Rositi,https://scholar.google.com/citations?user=qbKwu-gAAAAJ&hl=en&oe=ASCII
2610,,Achraf Mtibaa,https://scholar.google.com/citations?user=XUOGDHYAAAAJ&hl=en&oe=ASCII
2611,,Serge Miguet,https://scholar.google.com/citations?user=jLh0qIEAAAAJ&hl=en&oe=ASCII
2612,,Messaoudi Rim,https://scholar.google.com/citations?user=Au2uAPsAAAAJ&hl=en&oe=ASCII
2613,,Odyssée Merveille,https://scholar.google.com/citations?user=Hgnb5pkAAAAJ&hl=en&oe=ASCII
2614,,Faiez GARGOURI,https://scholar.google.com/citations?user=w41C1-MAAAAJ&hl=en&oe=ASCII
2615,,Nicolas Passat,https://scholar.google.com/citations?user=gFBu1ecAAAAJ&hl=en&oe=ASCII
2616,,Robin Strand,https://scholar.google.com/citations?user=uyklfiYAAAAJ&hl=en&oe=ASCII
2617,Francesco Vaccarino,Giovanni Petri,https://scholar.google.com/citations?user=jb__2PIAAAAJ&hl=en&oe=ASCII
2618,,Alice Patania,https://scholar.google.com/citations?user=Cv-w3LIAAAAJ&hl=en&oe=ASCII
2619,,martina scolamiero,https://scholar.google.com/citations?user=hWJhusMAAAAJ&hl=en&oe=ASCII
2620,,Paul Expert,https://scholar.google.com/citations?user=HfhPMBoAAAAJ&hl=en&oe=ASCII
2621,,Federico Turkheimer,https://scholar.google.com/citations?user=35VA7aIAAAAJ&hl=en&oe=ASCII
2622,,Alessandro De Gregorio,https://scholar.google.com/citations?user=kagUzhYAAAAJ&hl=en&oe=ASCII
2623,,Francesco Della Santa,https://scholar.google.com/citations?user=yOiJ6ZUAAAAJ&hl=en&oe=ASCII
2624,,Peter J. Hellyer,https://scholar.google.com/citations?user=yeh8p1EAAAAJ&hl=en&oe=ASCII
2625,,Robin Carhart-Harris,https://scholar.google.com/citations?user=7_MD_w0AAAAJ&hl=en&oe=ASCII
2626,,nutt,https://scholar.google.com/citations?user=6yq9PosAAAAJ&hl=en&oe=ASCII
2627,,Antonio Mastropietro,https://scholar.google.com/citations?user=bngpnQoAAAAJ&hl=en&oe=ASCII
2628,,Umberto Cerruti,https://scholar.google.com/citations?user=4V9cFaQAAAAJ&hl=en&oe=ASCII
2629,,Ulderico Fugacci,https://scholar.google.com/citations?user=DEwJ00gAAAAJ&hl=en&oe=ASCII
2630,,Sandra Pieraccini,https://scholar.google.com/citations?user=A5wC0GAAAAAJ&hl=en&oe=ASCII
2631,,Guilherme Ferraz de Arruda,https://scholar.google.com/citations?user=tqO15QgAAAAJ&hl=en&oe=ASCII
2632,,Yamir Moreno,https://scholar.google.com/citations?user=6op9oBMAAAAJ&hl=en&oe=ASCII
2633,,Micah M. Murray,https://scholar.google.com/citations?user=35UipB8AAAAJ&hl=en&oe=ASCII
2634,,Ginestra Bianconi,https://scholar.google.com/citations?user=ycQXwWgAAAAJ&hl=en&oe=ASCII
2635,,Iacopo Iacopini,https://scholar.google.com/citations?user=2I-lM40AAAAJ&hl=en&oe=ASCII
2636,,Tiago P. Peixoto,https://scholar.google.com/citations?user=gQJ0a7YAAAAJ&hl=en&oe=ASCII
2637,Neil Vachharajani,Jonathan Chang,https://scholar.google.com/citations?user=VGAsUUwAAAAJ&hl=en&oe=ASCII
2638,,George A. Reis,https://scholar.google.com/citations?user=pf2VMa4AAAAJ&hl=en&oe=ASCII
2639,George Vachadze,Tomoo Kikuchi,https://scholar.google.com/citations?user=7xkX-UgAAAAJ&hl=en&oe=ASCII
2640,,John Stachurski,https://scholar.google.com/citations?user=JWM3A0QAAAAJ&hl=en&oe=ASCII
2641,,Markus Brueckner,https://scholar.google.com/citations?user=3eehGj0AAAAJ&hl=en&oe=ASCII
2642,Jonathan Vacher,Ruben Coen-Cagli,https://scholar.google.com/citations?user=nzhaefcAAAAJ&hl=en&oe=ASCII
2643,,Pascal Mamassian,https://scholar.google.com/citations?user=gQTA8xkAAAAJ&hl=en&oe=ASCII
2644,,Laurent Perrinet,https://scholar.google.com/citations?user=TVyUV38AAAAJ&hl=en&oe=ASCII
2645,,Gabriel Peyré,https://scholar.google.com/citations?user=KqA1dYcAAAAJ&hl=en&oe=ASCII
2646,,Andrew Isaac Meso,https://scholar.google.com/citations?user=yPCBdoUAAAAJ&hl=en&oe=ASCII
2647,,Julien Rabin,https://scholar.google.com/citations?user=6D2eFXoAAAAJ&hl=en&oe=ASCII
2648,,Adam Kohn,https://scholar.google.com/citations?user=lBVdZsYAAAAJ&hl=en&oe=ASCII
2649,,Aida Davila,https://scholar.google.com/citations?user=yrb-MYIAAAAJ&hl=en&oe=ASCII
2650,,Laurent FRIBOURG,https://scholar.google.com/citations?user=O_1brxQAAAAJ&hl=en&oe=ASCII
2651,,Adrien Le Coënt,https://scholar.google.com/citations?user=zwSeiSQAAAAJ&hl=en&oe=ASCII
2652,,Catherine Guastavino,https://scholar.google.com/citations?user=--26DqgAAAAJ&hl=en&oe=ASCII
2653,,Cynthia Tarlao,https://scholar.google.com/citations?user=gTt0noEAAAAJ&hl=en&oe=ASCII
2654,,Rafael Wisniewski,https://scholar.google.com/citations?user=uoH_txQAAAAJ&hl=en&oe=ASCII
2655,,Claire Launay,https://scholar.google.com/citations?user=b3HQeSQAAAAJ&hl=en&oe=ASCII
2656,Richard Uber,Aihua Wood,https://scholar.google.com/citations?user=-vESiZoAAAAJ&hl=en&oe=ASCII
2657,,William Caballero,https://scholar.google.com/citations?user=vxe0gLYAAAAJ&hl=en&oe=ASCII
2658,,Victor GIURGIUTIU,https://scholar.google.com/citations?user=N_jW68UAAAAJ&hl=en&oe=ASCII
2659,,Yeasin Bhuiyan,https://scholar.google.com/citations?user=aXi7HakAAAAJ&hl=en&oe=ASCII
2660,,Bin LIN,https://scholar.google.com/citations?user=rbrSL3kAAAAJ&hl=en&oe=ASCII
2661,,Michael Havrilla,https://scholar.google.com/citations?user=KkNIH1YAAAAJ&hl=en&oe=ASCII
2662,,William P. Baker,https://scholar.google.com/citations?user=c-Ut4k4AAAAJ&hl=en&oe=ASCII
2663,,anthony palazotto,https://scholar.google.com/citations?user=NJ8QoagAAAAJ&hl=en&oe=ASCII
2664,Faruk Uçar,Sunil Dutt Purohit,https://scholar.google.com/citations?user=xuIWCgEAAAAJ&hl=en&oe=ASCII
2665,,Durmuş Albayrak,https://scholar.google.com/citations?user=D5VH6OIAAAAJ&hl=en&oe=ASCII
2666,,Dumitru Baleanu,https://scholar.google.com/citations?user=EFO9iO4AAAAJ&hl=en&oe=ASCII
2667,,Dr. Dinesh Kumar,https://scholar.google.com/citations?user=hJJZpxIAAAAJ&hl=en&oe=ASCII
2668,,Dr. D.L. Suthar,https://scholar.google.com/citations?user=LcMX6a0AAAAJ&hl=en&oe=ASCII
2669,,Ahmed Salem,https://scholar.google.com/citations?user=FWRxd3IAAAAJ&hl=en&oe=ASCII
2670,,Bülent Yılmaz,https://scholar.google.com/citations?user=WZv8eegAAAAJ&hl=en&oe=ASCII
